        12        12
         1  0.00000E+00  1.00000E+00  0.00000E+00
         2  1.00000E+00  1.00000E+00  0.00000E+00
         3  0.00000E+00  1.00000E+00  1.00000E+00
         4  0.00000E+00  0.00000E+00  0.00000E+00
         5  0.00000E+00  0.00000E+00  1.00000E+00
         6  1.00000E+00  0.00000E+00  0.00000E+00
         7  1.00000E+00  1.00000E+00  1.00000E+00
         8  1.00000E+00  0.00000E+00  1.00000E+00
         9  0.00000E+00  1.00000E+00  2.00000E+00
        10  1.00000E+00  1.00000E+00  2.00000E+00
        11  0.00000E+00  0.00000E+00  2.00000E+00
        12  1.00000E+00  0.00000E+00  2.00000E+00
